ID,default.payment.next.month,SEX,EDUCATION,MARRIAGE,AGE,LIMIT_BAL,PAY_1,PAY_3,PAY_5,BILL_AMT1,BILL_AMT3,BILL_AMT5,PAY_AMT1,PAY_AMT3,PAY_AMT5
5395,0,Female,University,1,52,490000.0,-1,-1,-1,2779.0,755.0,0.0,22595.0,7000.0,4341.0
5396,0,Male,High School,1,39,50000.0,-1,-1,-1,2522.0,2866.0,1261.0,13196.0,1961.0,2681.0
5397,0,Male,University,1,55,320000.0,0,0,0,235477.0,203354.0,38591.0,11000.0,5000.0,960.0
5398,1,Female,Graduate School,0,27,50000.0,1,2,0,12884.0,13859.0,14852.0,2000.0,700.0,0.0
5399,1,Female,Graduate School,0,25,140000.0,-1,0,-2,2229.0,0.0,0.0,15980.0,0.0,0.0
5400,0,Female,University,0,49,500000.0,-1,-1,0,27891.0,385228.0,0.0,8982.0,7821.0,150.0
5401,0,Male,Graduate School,1,58,500000.0,-1,-1,-1,7285.0,13138.0,7081.0,28730.0,28.0,4672.0
5402,0,Male,Graduate School,0,34,50000.0,0,0,0,48559.0,15435.0,9119.0,2573.0,500.0,500.0
5403,0,Male,High School,1,31,170000.0,0,0,0,3062.0,112880.0,111525.0,112000.0,4500.0,5000.0
5404,1,Female,High School,1,36,130000.0,0,2,2,23997.0,26942.0,27982.0,3440.0,0.0,0.0
5405,0,Female,High School,0,27,150000.0,0,2,0,3081.0,8710.0,10401.0,5000.0,1000.0,1000.0
5406,0,Female,Graduate School,0,25,50000.0,0,0,0,43875.0,44938.0,40930.0,2200.0,2000.0,3000.0
5407,0,Male,Graduate School,1,48,410000.0,0,0,-1,231152.0,243779.0,5194.0,12000.0,7250.0,0.0
5408,0,Female,Unknown,0,33,60000.0,0,0,0,52176.0,39547.0,40216.0,2000.0,1500.0,2200.0
5409,0,Male,High School,1,45,150000.0,-1,-1,-1,29169.0,15000.0,15000.0,1000.0,0.0,0.0
5410,0,Female,University,1,43,260000.0,-2,-2,-2,690.0,0.0,0.0,2500.0,0.0,0.0
5411,0,Male,Graduate School,1,40,230000.0,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0
5412,0,Male,University,0,49,50000.0,0,0,2,24282.0,23297.0,19563.0,1500.0,2150.0,1000.0
5413,0,Female,Graduate School,0,23,230000.0,-2,-2,-2,61580.0,1462.0,1083.0,2862.0,622.0,622.0
5414,0,Female,Graduate School,1,44,280000.0,0,0,0,235635.0,198808.0,177340.0,7665.0,5555.0,5065.0
5415,0,Male,University,0,67,500000.0,-1,-1,-1,4410.0,2533.0,2498.0,2681.0,1826.0,3630.0
5416,0,Male,University,1,38,30000.0,0,0,0,29723.0,26558.0,27953.0,2000.0,1500.0,1500.0
5417,0,Female,University,1,31,330000.0,0,0,0,298644.0,303257.0,304151.0,13000.0,11000.0,11000.0
5418,0,Male,Graduate School,1,50,180000.0,0,0,0,181624.0,180769.0,142078.0,9021.0,4856.0,5133.0
5419,1,Male,University,0,47,30000.0,3,2,0,29774.0,29216.0,29321.0,1800.0,1200.0,1046.0
5420,0,Male,Graduate School,0,36,200000.0,-1,0,0,1801.0,60571.0,9568.0,9556.0,5032.0,5000.0
5421,0,Female,High School,1,41,80000.0,0,0,0,52456.0,15115.0,6925.0,11500.0,4000.0,6100.0
5422,1,Male,University,0,25,80000.0,0,0,0,31780.0,34703.0,38374.0,2000.0,2000.0,1800.0
5423,0,Female,Graduate School,0,27,100000.0,-1,-1,-1,3904.0,931.0,2010.0,400.0,5983.0,1413.0
5424,0,Male,Graduate School,1,54,300000.0,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0
5425,1,Female,Graduate School,1,58,240000.0,1,-1,-2,0.0,1900.0,0.0,222.0,0.0,5435.0
5426,1,Female,University,1,49,50000.0,-1,-1,-1,12515.0,1198.0,1198.0,9115.0,198.0,11198.0
5427,0,Female,High School,1,50,50000.0,0,2,0,35415.0,36319.0,23013.0,6960.0,1000.0,1000.0
5428,0,Male,University,1,42,100000.0,0,2,2,17565.0,18306.0,17053.0,3183.0,1274.0,754.0
5429,0,Male,High School,0,40,110000.0,0,0,0,84965.0,84965.0,79370.0,3280.0,2790.0,3053.0
5430,0,Female,University,1,40,180000.0,0,0,0,23820.0,21221.0,17919.0,2005.0,2004.0,3000.0
5431,0,Female,University,0,26,140000.0,0,0,0,140881.0,140615.0,48476.0,8140.0,4000.0,3000.0
5432,0,Male,University,0,28,80000.0,-1,0,0,77701.0,22033.0,58939.0,2000.0,36000.0,3000.0
5433,0,Female,Graduate School,0,26,90000.0,-1,-1,-1,17018.0,5037.0,4129.0,3692.0,5899.0,17246.0
5434,1,Male,High School,1,45,90000.0,2,0,-1,37681.0,18037.0,-4.0,1519.0,6700.0,2893.0
5435,0,Female,University,0,41,240000.0,0,0,0,188983.0,189914.0,179424.0,7106.0,6075.0,5900.0
5436,0,Male,Graduate School,1,41,150000.0,1,-1,-1,-200.0,1600.0,0.0,0.0,5431.0,0.0
5437,0,Female,Graduate School,0,33,240000.0,-1,0,0,153062.0,159998.0,163403.0,7000.0,7000.0,8000.0
5438,0,Male,High School,0,34,80000.0,0,0,0,78562.0,57761.0,56220.0,2100.0,2100.0,5500.0
5439,0,Female,University,1,42,110000.0,2,2,2,28383.0,29003.0,27701.0,0.0,1000.0,1000.0
5440,0,Female,University,0,39,120000.0,0,2,0,22033.0,24372.0,25617.0,2400.0,1000.0,1500.0
5441,0,Female,University,1,42,360000.0,-2,-2,-2,18186.0,11609.0,5079.0,9548.0,10070.0,4086.0
5442,0,Male,Other,0,30,150000.0,0,0,0,175348.0,110237.0,29045.0,9304.0,15000.0,600.0
5443,0,Male,Graduate School,1,53,80000.0,0,0,0,2783.0,21400.0,21000.0,1200.0,0.0,0.0
5444,1,Male,University,1,47,140000.0,3,3,0,192182.0,189659.0,189351.0,0.0,0.0,6536.0
5445,0,Male,University,1,40,50000.0,0,0,0,15090.0,17144.0,17850.0,1577.0,777.0,658.0
5446,0,Female,High School,1,36,20000.0,1,0,0,17216.0,18300.0,2200.0,900.0,1000.0,0.0
5447,0,Female,Graduate School,1,29,240000.0,0,-1,0,21409.0,194043.0,192800.0,1000.0,6530.0,7000.0
5448,0,Male,Graduate School,0,49,50000.0,0,0,0,47754.0,8868.0,9234.0,2280.0,323.0,337.0
5449,0,Male,Graduate School,1,57,380000.0,0,0,0,319243.0,374313.0,362232.0,150039.0,27403.0,35235.0
5450,0,Male,University,0,49,30000.0,-1,-1,-1,1659.0,390.0,390.0,1473.0,390.0,1320.0
5451,0,Female,University,1,31,50000.0,1,2,0,23781.0,25098.0,25310.0,1800.0,0.0,1000.0
5452,1,Female,University,1,36,160000.0,-1,-1,-1,2511.0,6109.0,2689.0,2242.0,2500.0,0.0
5453,0,Male,University,0,53,50000.0,0,0,0,49170.0,36445.0,24967.0,2009.0,1000.0,28939.0
5454,0,Female,High School,0,31,80000.0,0,0,2,34620.0,40020.0,39982.0,2000.0,1700.0,5500.0
5455,1,Female,University,0,28,70000.0,1,2,0,70736.0,72215.0,62525.0,3000.0,0.0,10000.0
5456,0,Male,Graduate School,0,29,200000.0,0,0,0,187889.0,195622.0,128702.0,8000.0,5000.0,5000.0
5457,1,Female,High School,1,28,100000.0,3,3,0,110946.0,101256.0,28468.0,0.0,0.0,3875.0
5458,1,Male,University,0,38,180000.0,2,0,0,21564.0,22182.0,-18.0,0.0,200.0,0.0
5459,0,Male,High School,1,53,360000.0,-1,-1,-1,45421.0,47416.0,193712.0,68536.0,48846.0,80601.0
5460,0,Male,Graduate School,0,39,230000.0,-1,-1,-1,834.0,517.0,603.0,0.0,0.0,10200.0
5461,0,Female,University,1,48,190000.0,0,0,0,210612.0,203803.0,163528.0,7496.0,5972.0,6174.0
5462,0,Male,Graduate School,0,32,260000.0,0,0,0,122423.0,122956.0,120603.0,5940.0,4500.0,4546.0
5463,0,Female,University,0,25,30000.0,-1,2,0,4471.0,5509.0,7654.0,1500.0,1000.0,1000.0
5464,0,Female,High School,0,25,150000.0,1,-2,-1,0.0,0.0,0.0,0.0,900.0,583.0
5465,0,Female,University,0,34,80000.0,1,-1,-2,0.0,-600.0,-600.0,7400.0,0.0,0.0
5466,1,Male,University,1,37,80000.0,2,2,0,81562.0,29582.0,29464.0,11.0,0.0,1502.0
5467,0,Female,High School,1,43,180000.0,-2,-2,-2,1242.0,0.0,0.0,0.0,0.0,0.0
5468,0,Female,Graduate School,0,33,350000.0,-2,-2,-2,-2.0,-2.0,-2.0,0.0,0.0,0.0
5469,0,Female,High School,1,30,200000.0,-1,2,-1,1120.0,740.0,890.0,1100.0,740.0,740.0
5470,0,Male,University,0,27,140000.0,0,0,0,24050.0,62503.0,59089.0,50000.0,4000.0,4000.0
5471,1,Male,Graduate School,0,25,20000.0,0,-1,-2,2652.0,1500.0,0.0,1200.0,0.0,0.0
5472,1,Female,High School,0,55,20000.0,1,3,2,18558.0,19743.0,20560.0,2400.0,0.0,0.0
5473,0,Male,Graduate School,0,37,220000.0,0,0,0,34339.0,32355.0,51279.0,1294.0,2000.0,3000.0
5474,1,Female,Graduate School,0,36,290000.0,1,2,2,170422.0,169476.0,161057.0,7594.0,12000.0,6818.0
5475,0,Female,High School,1,40,80000.0,0,0,0,29676.0,31721.0,33031.0,1513.0,1156.0,1445.0
5476,0,Female,University,1,48,16000.0,2,0,0,4577.0,5366.0,5750.0,0.0,196.0,1500.0
5477,0,Female,University,1,33,100000.0,0,0,0,82308.0,85688.0,88280.0,3261.0,2581.0,2525.0
5478,0,Female,University,1,37,390000.0,0,0,0,200612.0,191419.0,66864.0,8315.0,3000.0,2401.0
5479,0,Female,Graduate School,0,35,550000.0,0,0,0,83707.0,49196.0,35317.0,3023.0,3017.0,2037.0
5480,0,Female,University,0,31,80000.0,0,0,0,81358.0,71541.0,54061.0,3126.0,3000.0,1974.0
5481,0,Female,University,1,39,150000.0,-1,0,0,12365.0,40921.0,25856.0,53444.0,14182.0,78287.0
5482,0,Female,University,1,27,20000.0,0,-1,-2,7286.0,780.0,0.0,1006.0,0.0,0.0
5483,0,Female,University,0,21,20000.0,0,-1,-2,20000.0,0.0,0.0,1685.0,0.0,0.0
5484,0,Female,High School,0,29,100000.0,-2,-2,-1,2038.0,1661.0,3681.0,11386.0,1894.0,870.0
5485,1,Male,High School,0,28,30000.0,2,2,2,300.0,300.0,1300.0,0.0,0.0,150.0
5486,0,Female,High School,1,47,80000.0,0,0,0,33590.0,34038.0,33440.0,2079.0,0.0,365.0
5487,1,Male,Graduate School,0,33,30000.0,2,2,2,27274.0,27504.0,26927.0,0.0,1000.0,0.0
5488,0,Male,High School,0,23,140000.0,-1,-1,-1,390.0,390.0,1309.0,390.0,1434.0,540.0
5489,0,Male,University,0,32,200000.0,0,0,0,180461.0,173325.0,144206.0,8300.0,6000.0,6000.0
5490,0,Male,Graduate School,0,41,290000.0,0,0,0,255049.0,242309.0,238712.0,9006.0,10902.0,8671.0
5491,0,Male,University,0,23,50000.0,0,-1,0,96234.0,1270.0,390.0,1052.0,0.0,390.0
5492,0,Female,Graduate School,0,28,260000.0,1,-1,-2,0.0,355.0,2165.0,0.0,2835.0,335.0
5493,0,Male,University,1,24,60000.0,0,0,0,24608.0,18571.0,16179.0,1400.0,1295.0,330.0
5494,0,Male,Graduate School,1,34,280000.0,0,0,0,212968.0,373419.0,228387.0,237000.0,10000.0,10572.0
5495,0,Female,Graduate School,0,36,100000.0,0,2,0,10672.0,5791.0,5554.0,2355.0,500.0,0.0
5496,0,Female,High School,1,48,290000.0,-1,0,-1,284990.0,225000.0,15000.0,10000.0,16635.0,47143.0
5497,0,Male,High School,1,49,50000.0,0,0,0,10644.0,14147.0,15194.0,2000.0,0.0,2000.0
5498,0,Male,Graduate School,0,66,150000.0,0,0,2,131027.0,147692.0,151934.0,6600.0,5200.0,0.0
5499,0,Female,Graduate School,1,39,390000.0,-2,-2,-2,48417.0,112316.0,131601.0,2000.0,4000.0,31667.0
5500,0,Female,University,1,44,180000.0,0,0,0,161186.0,170788.0,162667.0,10000.0,7000.0,7000.0
5501,1,Female,University,1,55,290000.0,1,-1,-1,0.0,2462.0,1134.0,166.0,150.0,0.0
5502,0,Male,University,0,34,180000.0,0,0,0,22387.0,20171.0,20769.0,1500.0,1000.0,3490.0
5503,0,Female,Graduate School,0,31,80000.0,-1,-1,-1,14401.0,15020.0,5934.0,4374.0,4233.0,0.0
5504,0,Female,Graduate School,1,42,450000.0,-1,-1,-1,72517.0,6281.0,6157.0,0.0,3446.0,0.0
5505,0,Male,University,0,37,20000.0,0,0,0,20009.0,21255.0,19609.0,1700.0,1200.0,900.0
5506,0,Male,Graduate School,0,25,80000.0,0,0,0,31443.0,20050.0,4204.0,1800.0,0.0,0.0
5507,0,Female,University,0,36,100000.0,0,0,0,87656.0,92244.0,95158.0,5000.0,3500.0,4200.0
5508,0,Male,High School,1,39,70000.0,0,0,0,58665.0,55362.0,40477.0,6852.0,1500.0,3500.0
5509,0,Male,High School,1,49,330000.0,0,0,0,217148.0,216225.0,181172.0,7849.0,6198.0,6523.0
5510,0,Male,Graduate School,0,30,200000.0,-2,-1,-2,1488.0,5261.0,2494.0,2505.0,996.0,3896.0
5511,0,Male,Graduate School,0,36,30000.0,0,0,2,27748.0,51026.0,26823.0,1500.0,4200.0,2252.0
5512,1,Female,High School,1,69,200000.0,2,2,2,2500.0,2500.0,0.0,0.0,0.0,0.0
5513,0,Female,Graduate School,0,27,80000.0,-1,-1,-2,5060.0,3885.0,0.0,0.0,0.0,0.0
5514,0,Female,Graduate School,0,40,340000.0,0,0,-1,68616.0,10961.0,4776.0,7355.0,8740.0,0.0
5515,1,Female,University,0,56,20000.0,0,0,0,17091.0,15524.0,13667.0,3000.0,3506.0,7011.0
5516,0,Female,Graduate School,0,29,130000.0,2,0,0,126509.0,105049.0,67397.0,6000.0,5000.0,3000.0
5517,0,Male,Graduate School,0,31,400000.0,0,0,2,115506.0,140859.0,126146.0,10000.0,20146.0,5109.0
5518,0,Female,University,1,29,200000.0,0,0,0,34391.0,26349.0,27841.0,1507.0,1003.0,2000.0
5519,0,Female,University,1,47,80000.0,0,-1,-2,4762.0,1970.0,0.0,1000.0,0.0,0.0
5520,0,Male,High School,1,39,50000.0,0,0,0,26979.0,18765.0,19229.0,1328.0,678.0,691.0
5521,0,Female,Graduate School,0,25,30000.0,0,0,0,19783.0,22269.0,23085.0,1500.0,1000.0,944.0
5522,0,Female,University,0,22,70000.0,0,2,0,31377.0,30940.0,25942.0,6000.0,1300.0,2500.0
5523,0,Male,Graduate School,0,33,500000.0,-1,-1,-1,3933.0,39167.0,7222.0,5954.0,4706.0,35924.0
5524,0,Male,Graduate School,0,27,80000.0,-1,-1,-2,6544.0,1990.0,0.0,4924.0,0.0,4350.0
5525,0,Male,University,1,40,120000.0,0,0,0,94166.0,62511.0,30311.0,3500.0,5000.0,2000.0
5526,0,Male,Graduate School,1,33,390000.0,0,0,0,17794.0,28139.0,36215.0,6000.0,5000.0,5000.0
5527,0,Male,High School,1,52,30000.0,0,0,0,28889.0,29797.0,12235.0,2002.0,1230.0,0.0
5528,0,Female,Graduate School,0,30,70000.0,0,-1,0,6749.0,47161.0,26660.0,64626.0,0.0,1424.0
5529,0,Male,High School,0,39,140000.0,0,0,-1,115940.0,10776.0,1059.0,10000.0,0.0,0.0
5530,0,Female,University,1,27,30000.0,0,0,0,52636.0,28791.0,30125.0,3164.0,902.0,767.0
5531,0,Female,University,0,25,190000.0,1,-1,0,0.0,2251.0,497.0,0.0,0.0,9289.0
5532,0,Male,Graduate School,0,33,270000.0,0,2,0,117705.0,125284.0,134352.0,8000.0,5000.0,5000.0
5533,1,Male,Graduate School,0,35,290000.0,-2,-2,-2,184910.0,97606.0,53994.0,4166.0,2588.0,1113.0
5534,1,Male,University,0,29,50000.0,0,0,-2,1972.0,0.0,0.0,2500.0,0.0,0.0
5535,0,Female,Graduate School,1,41,200000.0,0,0,0,30689.0,32808.0,26538.0,5003.0,5000.0,5000.0
5536,0,Female,University,0,24,30000.0,0,2,0,5807.0,7877.0,10302.0,1600.0,1000.0,0.0
5537,0,Male,University,1,29,150000.0,0,0,0,46625.0,81085.0,77276.0,30151.0,10013.0,1819.0
5538,1,Female,High School,0,48,30000.0,-1,-1,-1,2946.0,390.0,390.0,0.0,390.0,0.0
5539,0,Male,Graduate School,1,34,500000.0,-2,-1,-1,33348.0,42389.0,34750.0,90889.0,19244.0,21464.0
5540,0,Female,Graduate School,0,23,20000.0,0,0,0,17229.0,17750.0,18716.0,1300.0,0.0,1000.0
5541,0,Male,High School,1,29,50000.0,1,0,0,22446.0,23130.0,26862.0,0.0,2000.0,3000.0
5542,0,Male,University,0,30,280000.0,2,2,2,110550.0,115223.0,112607.0,6600.0,5100.0,4200.0
5543,0,Male,High School,0,24,80000.0,1,-1,-1,0.0,416.0,416.0,1248.0,416.0,416.0
5544,0,Male,Graduate School,0,27,200000.0,1,-1,-1,0.0,6331.0,630.0,0.0,129.0,500.0
5545,0,Female,High School,1,60,30000.0,0,0,0,27331.0,28491.0,28664.0,2000.0,0.0,0.0
5546,0,Female,University,1,24,30000.0,0,0,0,22280.0,24233.0,3332.0,1748.0,490.0,68.0
5547,0,Female,University,1,35,380000.0,-1,-1,-1,2661.0,1823.0,1823.0,2022.0,1823.0,1198.0
5548,0,Female,University,0,26,260000.0,0,0,-1,164351.0,158124.0,746.0,7000.0,2000.0,5025.0
5549,0,Male,University,0,22,50000.0,1,0,0,50043.0,48689.0,19931.0,1000.0,900.0,1000.0
5550,0,Male,High School,1,53,90000.0,0,0,0,99905.0,90388.0,27055.0,3763.0,1100.0,1202.0
5551,0,Male,University,1,40,20000.0,1,2,0,15919.0,16374.0,16837.0,1570.0,800.0,800.0
5552,0,Male,University,0,27,10000.0,1,0,0,-2000.0,4428.0,9046.0,4475.0,2000.0,2000.0
5553,0,Female,University,1,44,400000.0,1,-1,-1,0.0,1228.0,961.0,0.0,3405.0,0.0
5554,0,Female,Graduate School,0,32,300000.0,-2,-1,-2,2081.0,1656.0,1776.0,1925.0,1756.0,3414.0
5555,0,Female,Unknown,1,25,150000.0,-2,-1,0,1072.0,3271.0,8230.0,1321.0,16741.0,3885.0
5556,0,Female,University,0,33,50000.0,0,0,0,51444.0,48083.0,29747.0,2000.0,1690.0,1200.0
5557,1,Female,University,0,25,100000.0,2,0,0,101827.0,100349.0,72396.0,0.0,2700.0,3000.0
5558,1,Female,University,1,38,150000.0,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,150.0
5559,0,Male,University,0,34,110000.0,0,0,0,111576.0,99241.0,64731.0,4100.0,2511.0,2370.0
5560,0,Female,University,0,28,100000.0,0,0,0,106750.0,68584.0,63261.0,3004.0,2540.0,3000.0
5561,1,Male,University,1,33,50000.0,0,0,0,21460.0,13530.0,14157.0,1300.0,5000.0,5000.0
5562,0,Male,Graduate School,0,29,80000.0,0,-1,-1,6228.0,390.0,390.0,589.0,390.0,383.0
5563,0,Female,Graduate School,0,25,210000.0,-1,-1,0,4576.0,141555.0,153587.0,1837.0,4272.0,6000.0
5564,1,Female,High School,1,60,140000.0,0,0,0,137730.0,137187.0,136631.0,4990.0,4897.0,4792.0
5565,0,Female,Graduate School,1,43,240000.0,0,-1,-2,8862.0,0.0,0.0,3220.0,0.0,0.0
5566,0,Female,University,0,36,110000.0,0,0,0,48120.0,37745.0,29541.0,5000.0,2000.0,16468.0
5567,0,Female,High School,0,48,100000.0,-2,-2,-2,2422.0,0.0,1639.0,894.0,0.0,923.0
5568,0,Male,University,1,24,50000.0,0,0,0,17961.0,19284.0,19193.0,1700.0,1200.0,1000.0
5569,0,Female,University,1,35,90000.0,0,0,0,82164.0,76589.0,58326.0,2926.0,2381.0,2100.0
5570,0,Male,Graduate School,0,33,150000.0,0,0,0,26739.0,34300.0,-1200.0,7000.0,1000.0,0.0
5571,1,Female,University,1,30,100000.0,2,2,2,29778.0,31154.0,31059.0,1600.0,1200.0,2500.0
5572,0,Female,University,1,62,140000.0,0,0,0,142250.0,141738.0,141845.0,5200.0,5000.0,5100.0
5573,0,Female,Graduate School,0,33,230000.0,0,0,0,172567.0,133263.0,117139.0,7000.0,4500.0,5000.0
5574,1,Female,University,0,25,20000.0,0,0,0,19223.0,19195.0,20009.0,1293.0,836.0,565.0
5575,0,Female,High School,0,38,230000.0,0,0,0,14887.0,52698.0,103598.0,10000.0,50000.0,50000.0
5576,1,Male,University,0,26,150000.0,-2,-2,-2,3627.0,0.0,0.0,0.0,0.0,0.0
5577,0,Male,University,0,24,20000.0,0,0,0,10534.0,6741.0,16945.0,1300.0,500.0,1000.0
5578,0,Female,High School,1,35,120000.0,0,0,0,27666.0,29555.0,29129.0,1500.0,1000.0,1500.0
5579,1,Female,High School,1,58,30000.0,1,2,3,24921.0,25502.0,27616.0,2000.0,3509.0,1128.0
5580,0,Male,Graduate School,1,42,220000.0,1,0,0,59932.0,54788.0,51920.0,0.0,1964.0,2000.0
5581,0,Male,Graduate School,1,41,250000.0,-1,-1,-1,9146.0,4614.0,4418.0,10957.0,28796.0,10676.0
5582,0,Male,University,1,34,80000.0,0,0,-2,11460.0,0.0,0.0,5000.0,0.0,0.0
5583,0,Male,Graduate School,0,22,60000.0,0,2,0,57392.0,58971.0,29900.0,4400.0,1100.0,1300.0
5584,0,Female,University,1,37,130000.0,1,-1,-1,0.0,306.0,1473.0,0.0,3670.0,5555.0
5585,0,Male,High School,1,43,400000.0,-1,0,0,145801.0,100229.0,8556.0,6100.0,6600.0,316.0
5586,0,Female,University,0,28,150000.0,0,0,0,103227.0,109160.0,112314.0,3900.0,4000.0,4321.0
5587,1,Female,High School,1,58,230000.0,-2,-2,-2,316.0,2310.0,316.0,316.0,316.0,316.0
5588,0,Female,High School,0,24,70000.0,0,0,0,75894.0,59783.0,15936.0,10004.0,1000.0,1518.0
5589,0,Female,University,1,39,50000.0,0,0,0,47407.0,30873.0,15849.0,2039.0,1612.0,0.0
5590,0,Female,Graduate School,1,38,90000.0,-1,-1,-1,380.0,0.0,1752.0,2132.0,1066.0,569.0
5591,0,Female,High School,0,49,30000.0,0,2,0,27838.0,29322.0,28610.0,3330.0,1148.0,910.0
5592,0,Male,University,1,49,30000.0,3,2,2,26319.0,27769.0,28642.0,1800.0,1200.0,0.0
5593,0,Female,Graduate School,0,26,250000.0,-2,-2,-2,1245.0,0.0,0.0,712.0,0.0,0.0
5594,0,Female,University,0,23,30000.0,1,-1,-2,-1.0,0.0,0.0,605.0,0.0,359.0
5595,0,Female,University,1,27,150000.0,-2,-2,-2,929.0,0.0,0.0,0.0,0.0,0.0
5596,0,Female,Graduate School,0,48,400000.0,-1,-1,0,24478.0,53336.0,16039.0,10846.0,16044.0,39727.0
5597,1,Female,University,1,52,30000.0,0,0,-1,20533.0,21990.0,25242.0,2000.0,5000.0,0.0
5598,0,Female,Graduate School,0,50,270000.0,-1,-1,0,3095.0,0.0,2250.0,2340.0,1250.0,178.0
5599,0,Male,High School,1,37,360000.0,-1,-2,-2,303.0,0.0,0.0,0.0,0.0,860.0
5600,1,Female,University,1,23,80000.0,2,0,0,82628.0,67325.0,70388.0,2500.0,3000.0,7700.0
5601,0,Female,University,0,33,70000.0,0,0,0,14320.0,16318.0,18772.0,1600.0,1000.0,0.0
5602,0,Female,Graduate School,0,29,50000.0,0,0,0,41897.0,16544.0,15975.0,4000.0,3000.0,3000.0
5603,0,Female,University,0,38,220000.0,0,0,0,142846.0,151098.0,156295.0,6000.0,6000.0,10000.0
5604,1,Male,University,0,29,70000.0,0,0,0,56626.0,61926.0,61658.0,2800.0,0.0,4950.0
5605,0,Female,Graduate School,1,39,340000.0,0,0,0,250571.0,256908.0,265927.0,9125.0,9325.0,10274.0
5606,0,Female,High School,1,43,20000.0,-1,-1,-1,390.0,780.0,390.0,0.0,0.0,0.0
5607,0,Female,University,0,32,300000.0,0,0,0,139578.0,110751.0,83859.0,6000.0,3500.0,3000.0
5608,0,Female,Graduate School,0,29,180000.0,-2,-2,-2,0.0,432.0,0.0,0.0,0.0,0.0
5609,0,Male,University,0,33,60000.0,1,-2,-2,-64.0,-64.0,-64.0,0.0,0.0,17000.0
5610,1,Female,University,0,27,160000.0,2,2,2,157818.0,162923.0,155819.0,7500.0,5700.0,18100.0
5611,0,Male,University,0,37,50000.0,0,0,0,50148.0,50073.0,48658.0,2064.0,1367.0,0.0
5612,0,Female,Graduate School,1,38,100000.0,-1,-1,-1,1669.0,1824.0,0.0,710.0,1968.0,640.0
5613,0,Female,High School,1,48,60000.0,-1,-2,-2,2970.0,430.0,430.0,430.0,717.0,4171.0
5614,0,Male,University,0,23,30000.0,0,0,0,26725.0,29489.0,30504.0,2000.0,1502.0,1100.0
5615,0,Female,University,0,33,500000.0,-2,-2,0,13284.0,81198.0,54258.0,17311.0,40060.0,20000.0
5616,0,Female,University,1,35,20000.0,0,0,0,18126.0,20095.0,19313.0,1347.0,1000.0,1000.0
5617,0,Female,University,0,23,50000.0,0,-1,-1,35131.0,836.0,836.0,5582.0,836.0,3300.0
5618,0,Female,University,1,35,180000.0,0,0,0,174635.0,175102.0,135881.0,8155.0,4960.0,4686.0
5619,0,Female,University,0,23,90000.0,0,0,0,19204.0,14155.0,15673.0,2000.0,1000.0,2000.0
5620,0,Female,University,1,33,150000.0,0,0,0,37794.0,40653.0,42356.0,2000.0,1500.0,1700.0
5621,0,Male,University,1,44,30000.0,0,0,0,30003.0,30147.0,0.0,1643.0,913.0,0.0
5622,0,Male,High School,0,45,130000.0,0,-1,-1,13513.0,2522.0,390.0,1000.0,0.0,390.0
5623,0,Female,High School,1,39,80000.0,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0
5624,0,Female,University,1,33,210000.0,0,0,0,206409.0,200035.0,99087.0,8546.0,11538.0,4129.0
5625,0,Female,Graduate School,0,39,530000.0,0,0,0,439330.0,364298.0,346676.0,17045.0,11962.0,12557.0
5626,1,Male,University,1,51,360000.0,1,2,0,3551.0,2504.0,1252.0,0.0,0.0,0.0
5627,0,Female,University,0,36,140000.0,0,0,0,134183.0,97395.0,77188.0,8144.0,5036.0,15000.0
5628,0,Female,University,1,24,20000.0,2,0,0,19618.0,18266.0,19028.0,1451.0,512.0,1000.0
5629,0,Female,Graduate School,1,40,200000.0,-1,-1,-1,316.0,316.0,316.0,316.0,316.0,316.0
5630,1,Female,University,0,25,40000.0,0,0,0,39092.0,40817.0,38091.0,1967.0,0.0,3100.0
5631,0,Male,High School,0,27,200000.0,0,0,0,60225.0,32298.0,21581.0,4119.0,3037.0,3035.0
5632,0,Male,Unknown,0,34,90000.0,0,0,0,101023.0,102372.0,98277.0,3580.0,7000.0,7000.0
5633,0,Male,University,1,45,410000.0,0,0,0,278405.0,279484.0,281158.0,13000.0,9884.0,11425.0
5634,0,Female,High School,0,42,170000.0,0,0,0,77795.0,83733.0,97696.0,5000.0,8000.0,5000.0
5635,0,Female,Graduate School,1,37,230000.0,0,0,0,89299.0,86954.0,76501.0,5000.0,3000.0,5000.0
5636,0,Female,University,0,42,210000.0,-1,-1,-1,1631.0,1520.0,586.0,1024.0,0.0,1466.0
5637,0,Male,University,0,29,200000.0,0,0,0,7468.0,36792.0,33498.0,30035.0,15011.0,153.0
5638,0,Female,Graduate School,0,25,50000.0,1,0,0,43099.0,43127.0,45844.0,0.0,1800.0,5500.0
5639,0,Male,University,0,42,130000.0,0,0,0,83521.0,86004.0,90720.0,3087.0,3080.0,3323.0
5640,0,Male,University,0,34,210000.0,0,0,-1,24708.0,41616.0,17628.0,1995.0,14492.0,2407.0
5641,0,Female,University,0,42,130000.0,0,0,0,42946.0,44975.0,46515.0,1676.0,1430.0,1331.0
